NORMALIZED_TIME, NORMALIZED_UNCERTAINTY
 0.369, 0.000
 0.370, 0.000
 0.370, 0.000
 0.370, 0.000
 0.371, 0.000
 0.371, 0.000
 0.371, 0.000
 0.372, 0.000
 0.372, 0.000
 0.372, 0.000
 0.373, 0.000
 0.373, 0.000
 0.373, 0.000
 0.374, 0.000
 0.374, 0.000
 0.374, 0.000
 0.375, 0.000
 0.375, 0.000
 0.375, 0.000
 0.376, 0.000
 0.376, 0.000
 0.376, 0.000
 0.377, 0.000
 0.377, 0.000
 0.377, 0.000
 0.378, 0.000
 0.378, 0.000
 0.378, 0.000
 0.379, 0.000
 0.379, 0.000
 0.379, 0.000
 0.380, 0.000
 0.380, 0.000
 0.380, 0.000
 0.381, 0.000
 0.381, 0.000
 0.381, 0.000
 0.382, 0.000
 0.382, 0.000
 0.382, 0.000
 0.383, 0.000
 0.383, 0.000
 0.383, 0.000
 0.384, 0.000
 0.384, 0.000
 0.384, 0.000
 0.385, 0.000
 0.385, 0.000
 0.385, 0.000
 0.386, 0.000
 0.386, 0.000
 0.386, 0.000
 0.387, 0.000
 0.387, 0.000
 0.387, 0.000
 0.388, 0.000
 0.388, 0.000
 0.388, 0.000
 0.389, 0.000
 0.389, 0.000
 0.389, 0.000
 0.390, 0.000
 0.390, 0.000
 0.390, 0.000
 0.391, 0.000
 0.391, 0.000
 0.391, 0.000
 0.392, 0.000
 0.392, 0.000
 0.393, 0.000
 0.393, 0.000
 0.393, 0.000
 0.394, 0.000
 0.394, 0.000
 0.394, 0.000
 0.395, 0.000
 0.395, 0.000
 0.395, 0.000
 0.396, 0.000
 0.396, 0.000
 0.396, 0.000
 0.397, 0.000
 0.397, 0.000
 0.397, 0.000
 0.398, 0.000
 0.398, 0.000
 0.398, 0.000
 0.399, 0.000
 0.399, 0.000
 0.399, 0.000
 0.400, 0.000
 0.400, 0.000
 0.400, 0.000
 0.401, 0.000
 0.401, 0.000
 0.401, 0.000
 0.402, 0.000
 0.402, 0.000
 0.402, 0.000
 0.403, 0.000
 0.403, 0.000
 0.403, 0.000
 0.404, 0.000
 0.404, 0.000
 0.404, 0.000
 0.405, 0.000
 0.405, 0.000
 0.405, 0.000
 0.406, 0.000
 0.406, 0.000
 0.406, 0.000
 0.407, 0.000
 0.407, 0.000
 0.407, 0.000
 0.408, 0.000
 0.408, 0.000
 0.408, 0.000
 0.409, 0.000
 0.409, 0.000
 0.409, 0.000
 0.410, 0.000
 0.410, 0.000
 0.410, 0.000
 0.411, 0.000
 0.411, 0.000
 0.411, 0.000
 0.412, 0.000
 0.412, 0.000
 0.412, 0.000
 0.413, 0.000
 0.413, 0.000
 0.413, 0.000
 0.414, 0.000
 0.414, 0.000
 0.414, 0.000
 0.415, 0.000
 0.415, 0.000
 0.415, 0.000
 0.416, 0.000
 0.416, 0.000
 0.416, 0.000
 0.417, 0.000
 0.417, 0.000
 0.417, 0.000
 0.418, 0.000
 0.418, 0.000
 0.418, 0.000
 0.419, 0.000
 0.419, 0.000
 0.420, 0.000
 0.420, 0.000
 0.420, 0.000
 0.421, 0.000
 0.421, 0.000
 0.421, 0.000
 0.422, 0.000
 0.422, 0.000
 0.422, 0.000
 0.423, 0.000
 0.423, 0.000
 0.423, 0.000
 0.424, 0.000
 0.424, 0.000
 0.424, 0.000
 0.425, 0.000
 0.425, 0.000
 0.425, 0.000
 0.426, 0.000
 0.426, 0.000
 0.426, 0.000
 0.427, 0.000
 0.427, 0.000
 0.427, 0.000
 0.428, 0.000
 0.428, 0.000
 0.428, 0.000
 0.429, 0.000
 0.429, 0.000
 0.429, 0.000
 0.430, 0.000
 0.430, 0.000
 0.430, 0.000
 0.431, 0.000
 0.431, 0.000
 0.431, 0.000
 0.432, 0.000
 0.432, 0.000
 0.432, 0.000
 0.433, 0.000
 0.433, 0.000
 0.433, 0.000
 0.434, 0.000
 0.434, 0.000
 0.434, 0.000
 0.435, 0.000
 0.435, 0.000
 0.435, 0.000
 0.436, 0.000
 0.436, 0.000
 0.436, 0.000
 0.437, 0.000
 0.437, 0.000
 0.437, 0.000
 0.438, 0.000
 0.438, 0.000
 0.438, 0.000
 0.439, 0.000
 0.439, 0.000
 0.439, 0.000
 0.440, 0.000
 0.440, 0.000
 0.440, 0.000
 0.441, 0.000
 0.441, 0.000
 0.441, 0.000
 0.442, 0.000
 0.442, 0.000
 0.442, 0.000
 0.443, 0.000
 0.443, 0.000
 0.443, 0.000
 0.444, 0.000
 0.444, 0.000
 0.444, 0.000
 0.445, 0.000
 0.445, 0.000
 0.445, 0.000
 0.446, 0.000
 0.446, 0.000
 0.447, 0.000
 0.447, 0.000
 0.447, 0.000
 0.448, 0.000
 0.448, 0.000
 0.448, 0.000
 0.449, 0.000
 0.449, 0.000
 0.449, 0.000
 0.450, 0.000
 0.450, 0.000
 0.450, 0.000
 0.451, 0.000
 0.451, 0.000
 0.451, 0.000
 0.452, 0.000
 0.452, 0.000
 0.452, 0.000
 0.453, 0.000
 0.453, 0.000
 0.453, 0.000
 0.454, 0.000
 0.454, 0.000
 0.454, 0.000
 0.455, 0.000
 0.455, 0.000
 0.455, 0.000
 0.456, 0.000
 0.456, 0.000
 0.456, 0.000
 0.457, 0.000
 0.457, 0.000
 0.457, 0.000
 0.458, 0.000
 0.458, 0.000
 0.458, 0.000
 0.459, 0.000
 0.459, 0.000
 0.459, 0.000
 0.460, 0.000
 0.460, 0.000
 0.460, 0.000
 0.461, 0.000
 0.461, 0.000
 0.461, 0.000
 0.462, 0.000
 0.462, 0.000
 0.462, 0.000
 0.463, 0.000
 0.463, 0.000
 0.463, 0.000
 0.464, 0.000
 0.464, 0.000
 0.464, 0.000
 0.465, 0.000
 0.465, 0.000
 0.465, 0.000
 0.466, 0.000
 0.466, 0.000
 0.466, 0.000
 0.467, 0.000
 0.467, 0.000
 0.467, 0.000
 0.468, 0.000
