NORMALIZED_TIME, NORMALIZED_UNCERTAINTY
 0.097, 0.000
 0.098, 0.000
 0.098, 0.000
 0.098, 0.000
 0.098, 0.000
 0.098, 0.000
 0.099, 0.000
 0.099, 0.000
 0.099, 0.000
 0.099, 0.000
 0.099, 0.000
 0.100, 0.000
 0.100, 0.000
 0.100, 0.000
 0.100, 0.000
 0.100, 0.000
 0.100, 0.000
 0.101, 0.000
 0.101, 0.000
 0.101, 0.000
 0.101, 0.000
 0.101, 0.000
 0.102, 0.000
 0.102, 0.000
 0.102, 0.000
 0.102, 0.000
 0.102, 0.000
 0.103, 0.000
 0.103, 0.000
 0.103, 0.000
 0.103, 0.000
 0.103, 0.000
 0.104, 0.000
 0.104, 0.000
 0.104, 0.000
 0.104, 0.000
 0.104, 0.000
 0.104, 0.000
 0.105, 0.000
 0.105, 0.000
 0.105, 0.000
 0.105, 0.000
 0.105, 0.000
 0.106, 0.000
 0.106, 0.000
 0.106, 0.000
 0.106, 0.000
 0.106, 0.000
 0.107, 0.000
 0.107, 0.000
 0.107, 0.000
 0.107, 0.000
 0.107, 0.000
 0.107, 0.000
 0.108, 0.000
 0.108, 0.000
 0.108, 0.000
 0.108, 0.000
 0.108, 0.000
 0.109, 0.000
 0.109, 0.000
 0.109, 0.000
 0.109, 0.000
 0.109, 0.000
 0.110, 0.000
 0.110, 0.000
 0.110, 0.000
 0.110, 0.000
 0.110, 0.000
 0.111, 0.000
 0.111, 0.000
 0.111, 0.000
 0.111, 0.000
 0.111, 0.000
 0.111, 0.000
 0.112, 0.000
 0.112, 0.000
 0.112, 0.000
 0.112, 0.000
 0.112, 0.000
 0.113, 0.000
 0.113, 0.000
 0.113, 0.000
 0.113, 0.000
 0.113, 0.000
 0.114, 0.000
 0.114, 0.000
 0.114, 0.000
 0.114, 0.000
 0.114, 0.000
 0.114, 0.000
 0.115, 0.000
 0.115, 0.000
 0.115, 0.000
 0.115, 0.000
 0.115, 0.000
 0.116, 0.000
 0.116, 0.000
 0.116, 0.000
 0.116, 0.000
 0.116, 0.000
 0.117, 0.000
 0.117, 0.000
 0.117, 0.000
 0.117, 0.000
 0.117, 0.000
 0.118, 0.000
 0.118, 0.000
 0.118, 0.000
 0.118, 0.000
 0.118, 0.000
 0.118, 0.000
 0.119, 0.000
 0.119, 0.000
 0.119, 0.000
 0.119, 0.000
 0.119, 0.000
 0.120, 0.000
 0.120, 0.000
 0.120, 0.000
 0.120, 0.000
 0.120, 0.000
 0.121, 0.000
 0.121, 0.000
 0.121, 0.000
 0.121, 0.000
 0.121, 0.000
 0.121, 0.000
 0.122, 0.000
 0.122, 0.000
 0.122, 0.000
 0.122, 0.000
 0.122, 0.000
 0.123, 0.000
 0.123, 0.000
 0.123, 0.000
 0.123, 0.000
 0.123, 0.000
 0.124, 0.000
 0.124, 0.000
 0.124, 0.000
 0.124, 0.000
 0.124, 0.000
 0.125, 0.000
 0.125, 0.000
 0.125, 0.000
 0.125, 0.000
 0.125, 0.000
 0.125, 0.000
 0.126, 0.000
 0.126, 0.000
 0.126, 0.000
 0.126, 0.000
 0.126, 0.000
 0.127, 0.000
 0.127, 0.000
 0.127, 0.000
 0.127, 0.000
 0.127, 0.000
 0.128, 0.000
 0.128, 0.000
 0.128, 0.000
 0.128, 0.000
 0.128, 0.000
 0.128, 0.000
 0.129, 0.000
 0.129, 0.000
 0.129, 0.000
 0.129, 0.000
 0.129, 0.000
 0.130, 0.000
 0.130, 0.000
 0.130, 0.000
 0.130, 0.000
 0.130, 0.000
 0.131, 0.000
 0.131, 0.000
 0.131, 0.000
 0.131, 0.000
 0.131, 0.000
 0.132, 0.000
 0.132, 0.000
 0.132, 0.000
 0.132, 0.000
 0.132, 0.000
 0.132, 0.000
 0.133, 0.000
 0.133, 0.000
 0.133, 0.000
 0.133, 0.000
 0.133, 0.000
 0.134, 0.000
 0.134, 0.000
 0.134, 0.000
 0.134, 0.000
 0.134, 0.000
 0.135, 0.000
 0.135, 0.000
 0.135, 0.000
 0.135, 0.000
 0.135, 0.000
 0.135, 0.000
 0.136, 0.000
 0.136, 0.000
 0.136, 0.000
 0.136, 0.000
 0.136, 0.000
 0.137, 0.000
 0.137, 0.000
 0.137, 0.000
 0.137, 0.000
 0.137, 0.000
 0.138, 0.000
 0.138, 0.000
 0.138, 0.000
 0.138, 0.000
 0.138, 0.000
 0.139, 0.000
 0.139, 0.000
 0.139, 0.000
 0.139, 0.000
 0.139, 0.000
 0.139, 0.000
 0.140, 0.000
 0.140, 0.000
 0.140, 0.000
 0.140, 0.000
 0.140, 0.000
 0.141, 0.000
 0.141, 0.000
 0.141, 0.000
 0.141, 0.000
 0.141, 0.000
 0.142, 0.000
 0.142, 0.000
 0.142, 0.000
 0.142, 0.000
 0.142, 0.000
 0.142, 0.000
 0.143, 0.000
 0.143, 0.000
 0.143, 0.000
 0.143, 0.000
 0.143, 0.000
 0.144, 0.000
 0.144, 0.000
 0.144, 0.000
 0.144, 0.000
 0.144, 0.000
 0.145, 0.000
 0.145, 0.000
 0.145, 0.000
 0.145, 0.000
 0.145, 0.000
 0.146, 0.000
 0.146, 0.000
 0.146, 0.000
 0.146, 0.000
 0.146, 0.000
 0.146, 0.000
 0.147, 0.000
 0.147, 0.000
 0.147, 0.000
 0.147, 0.000
 0.147, 0.000
 0.148, 0.000
 0.148, 0.000
 0.148, 0.000
 0.148, 0.000
 0.148, 0.000
 0.149, 0.000
 0.149, 0.000
 0.149, 0.000
 0.149, 0.000
 0.149, 0.000
 0.149, 0.000
 0.150, 0.000
 0.150, 0.000
 0.150, 0.000
 0.150, 0.000
 0.150, 0.000
 0.151, 0.000
 0.151, 0.000
 0.151, 0.000
 0.151, 0.000
 0.151, 0.000
 0.152, 0.000
 0.152, 0.000
 0.152, 0.000
 0.152, 0.000
 0.152, 0.000
 0.153, 0.000
 0.153, 0.000
 0.153, 0.000
 0.153, 0.000
 0.153, 0.000
 0.153, 0.000
 0.154, 0.000
 0.154, 0.000
 0.154, 0.000
 0.154, 0.000
 0.154, 0.000
 0.155, 0.000
 0.155, 0.000
 0.155, 0.000
 0.155, 0.000
 0.155, 0.000
 0.156, 0.000
 0.156, 0.000
 0.156, 0.000
 0.156, 0.000
 0.156, 0.000
 0.156, 0.000
 0.157, 0.000
 0.157, 0.000
 0.157, 0.000
 0.157, 0.000
 0.157, 0.000
 0.158, 0.000
 0.158, 0.000
 0.158, 0.000
 0.158, 0.000
 0.158, 0.000
 0.159, 0.000
 0.159, 0.000
 0.159, 0.000
 0.159, 0.000
 0.159, 0.000
 0.160, 0.000
 0.160, 0.000
 0.160, 0.000
 0.160, 0.000
 0.160, 0.000
 0.160, 0.000
 0.161, 0.000
 0.161, 0.000
 0.161, 0.000
 0.161, 0.000
 0.161, 0.000
 0.162, 0.000
 0.162, 0.000
 0.162, 0.000
 0.162, 0.000
 0.162, 0.000
 0.163, 0.000
 0.163, 0.000
 0.163, 0.000
 0.163, 0.000
 0.163, 0.000
 0.163, 0.000
 0.164, 0.000
 0.164, 0.000
 0.164, 0.000
 0.164, 0.000
 0.164, 0.000
 0.165, 0.000
 0.165, 0.000
 0.165, 0.000
 0.165, 0.000
 0.165, 0.000
 0.166, 0.000
 0.166, 0.000
 0.166, 0.000
 0.166, 0.000
 0.166, 0.000
 0.167, 0.000
 0.167, 0.000
 0.167, 0.000
 0.167, 0.000
 0.167, 0.000
 0.167, 0.000
 0.168, 0.000
 0.168, 0.000
 0.168, 0.000
 0.168, 0.000
 0.168, 0.000
 0.169, 0.000
 0.169, 0.000
 0.169, 0.000
 0.169, 0.000
 0.169, 0.000
 0.170, 0.000
 0.170, 0.000
 0.170, 0.000
 0.170, 0.000
 0.170, 0.000
 0.170, 0.000
 0.171, 0.000
 0.171, 0.000
 0.171, 0.000
 0.171, 0.000
 0.171, 0.000
 0.172, 0.000
 0.172, 0.000
 0.172, 0.000
 0.172, 0.000
 0.172, 0.000
 0.173, 0.000
 0.173, 0.000
 0.173, 0.000
 0.173, 0.000
 0.173, 0.000
 0.174, 0.000
 0.174, 0.000
 0.174, 0.000
 0.174, 0.000
 0.174, 0.000
 0.174, 0.000
 0.175, 0.000
 0.175, 0.000
 0.175, 0.000
 0.175, 0.000
 0.175, 0.000
 0.176, 0.000
 0.176, 0.000
 0.176, 0.000
 0.176, 0.000
 0.176, 0.000
 0.177, 0.000
 0.177, 0.000
 0.177, 0.000
 0.177, 0.000
 0.177, 0.000
 0.177, 0.000
 0.178, 0.000
 0.178, 0.000
 0.178, 0.000
 0.178, 0.000
 0.178, 0.000
 0.179, 0.000
 0.179, 0.000
 0.179, 0.000
 0.179, 0.000
 0.179, 0.000
 0.180, 0.000
 0.180, 0.000
 0.180, 0.000
 0.180, 0.000
 0.180, 0.000
 0.181, 0.000
 0.181, 0.000
 0.181, 0.000
 0.181, 0.000
 0.181, 0.000
 0.181, 0.000
 0.182, 0.000
 0.182, 0.000
 0.182, 0.000
 0.182, 0.000
 0.182, 0.000
 0.183, 0.000
 0.183, 0.000
 0.183, 0.000
 0.183, 0.000
 0.183, 0.000
 0.184, 0.000
 0.184, 0.000
 0.184, 0.000
 0.184, 0.000
 0.184, 0.000
 0.184, 0.000
 0.185, 0.000
 0.185, 0.000
 0.185, 0.000
 0.185, 0.000
 0.185, 0.000
 0.186, 0.000
 0.186, 0.000
 0.186, 0.000
 0.186, 0.000
 0.186, 0.000
 0.187, 0.000
 0.187, 0.000
 0.187, 0.000
 0.187, 0.000
 0.187, 0.000
 0.188, 0.000
 0.188, 0.000
 0.188, 0.000
 0.188, 0.000
 0.188, 0.000
 0.188, 0.000
 0.189, 0.000
 0.189, 0.000
 0.189, 0.000
 0.189, 0.000
 0.189, 0.000
 0.190, 0.000
 0.190, 0.000
 0.190, 0.000
 0.190, 0.000
 0.190, 0.000
 0.191, 0.000
 0.191, 0.000
 0.191, 0.000
 0.191, 0.000
 0.191, 0.000
 0.191, 0.000
 0.192, 0.000
 0.192, 0.000
 0.192, 0.000
 0.192, 0.000
 0.192, 0.000
 0.193, 0.000
 0.193, 0.000
 0.193, 0.000
 0.193, 0.000
 0.193, 0.000
 0.194, 0.000
 0.194, 0.000
 0.194, 0.000
 0.194, 0.000
 0.194, 0.000
 0.195, 0.000
 0.195, 0.000
 0.195, 0.000
 0.195, 0.000
 0.195, 0.000
 0.195, 0.000
 0.196, 0.000
 0.196, 0.000
 0.196, 0.000
 0.196, 0.000
 0.196, 0.000
 0.197, 0.000
 0.197, 0.000
 0.197, 0.000
 0.197, 0.000
 0.197, 0.000
 0.198, 0.000
 0.198, 0.000
 0.198, 0.000
 0.198, 0.000
 0.198, 0.000
 0.198, 0.000
 0.199, 0.000
 0.199, 0.000
 0.199, 0.000
 0.199, 0.000
 0.199, 0.000
 0.200, 0.000
 0.200, 0.000
 0.200, 0.000
 0.200, 0.000
 0.200, 0.000
 0.201, 0.000
 0.201, 0.000
 0.201, 0.000
 0.201, 0.000
 0.201, 0.000
 0.202, 0.000
 0.202, 0.000
 0.202, 0.000
 0.202, 0.000
 0.202, 0.000
 0.202, 0.000
 0.203, 0.000
 0.203, 0.000
 0.203, 0.000
 0.203, 0.000
 0.203, 0.000
 0.204, 0.000
 0.204, 0.000
 0.204, 0.000
 0.204, 0.000
 0.204, 0.000
 0.205, 0.000
 0.205, 0.000
 0.205, 0.000
 0.205, 0.000
 0.205, 0.000
 0.205, 0.000
 0.206, 0.000
 0.206, 0.000
 0.206, 0.000
 0.206, 0.000
 0.206, 0.000
 0.207, 0.000
 0.207, 0.000
 0.207, 0.000
 0.207, 0.000
 0.207, 0.000
 0.208, 0.000
 0.208, 0.000
 0.208, 0.000
 0.208, 0.000
 0.208, 0.000
 0.209, 0.000
 0.209, 0.000
 0.209, 0.000
 0.209, 0.000
 0.209, 0.000
 0.209, 0.000
 0.210, 0.000
 0.210, 0.000
 0.210, 0.000
 0.210, 0.000
 0.210, 0.000
 0.211, 0.000
 0.211, 0.000
 0.211, 0.000
 0.211, 0.000
 0.211, 0.000
 0.212, 0.000
 0.212, 0.000
 0.212, 0.000
 0.212, 0.000
 0.212, 0.000
 0.212, 0.000
 0.213, 0.000
 0.213, 0.000
 0.213, 0.000
 0.213, 0.000
 0.213, 0.000
 0.214, 0.000
 0.214, 0.000
 0.214, 0.000
 0.214, 0.000
 0.214, 0.000
 0.215, 0.000
 0.215, 0.000
 0.215, 0.000
 0.215, 0.000
 0.215, 0.000
 0.216, 0.000
 0.216, 0.000
 0.216, 0.000
 0.216, 0.000
 0.216, 0.000
 0.216, 0.000
 0.217, 0.000
 0.217, 0.000
 0.217, 0.000
 0.217, 0.000
 0.217, 0.000
 0.218, 0.000
 0.218, 0.000
 0.218, 0.000
 0.218, 0.000
 0.218, 0.000
 0.219, 0.000
 0.219, 0.000
 0.219, 0.000
 0.219, 0.000
 0.219, 0.000
 0.219, 0.000
 0.220, 0.000
 0.220, 0.000
 0.220, 0.000
 0.220, 0.000
 0.220, 0.000
 0.221, 0.000
 0.221, 0.000
 0.221, 0.000
 0.221, 0.000
 0.221, 0.000
 0.222, 0.000
 0.222, 0.000
 0.222, 0.000
 0.222, 0.000
 0.222, 0.000
 0.223, 0.000
 0.223, 0.000
 0.223, 0.000
 0.223, 0.000
 0.223, 0.000
 0.223, 0.000
 0.224, 0.000
 0.224, 0.000
 0.224, 0.000
 0.224, 0.000
 0.224, 0.000
 0.225, 0.000
 0.225, 0.000
 0.225, 0.000
 0.225, 0.000
 0.225, 0.000
 0.226, 0.000
 0.226, 0.000
 0.226, 0.000
 0.226, 0.000
 0.226, 0.000
 0.226, 0.000
 0.227, 0.000
 0.227, 0.000
 0.227, 0.000
 0.227, 0.000
 0.227, 0.000
 0.228, 0.000
 0.228, 0.000
 0.228, 0.000
 0.228, 0.000
 0.228, 0.000
 0.229, 0.000
 0.229, 0.000
 0.229, 0.000
 0.229, 0.000
 0.229, 0.000
 0.230, 0.000
 0.230, 0.000
 0.230, 0.000
 0.230, 0.000
 0.230, 0.000
 0.230, 0.000
 0.231, 0.000
 0.231, 0.000
 0.231, 0.000
 0.231, 0.000
 0.231, 0.000
 0.232, 0.000
 0.232, 0.000
 0.232, 0.000
 0.232, 0.000
 0.232, 0.000
 0.233, 0.000
 0.233, 0.000
 0.233, 0.000
 0.233, 0.000
 0.233, 0.000
 0.233, 0.000
 0.234, 0.000
 0.234, 0.000
 0.234, 0.000
 0.234, 0.000
 0.234, 0.000
 0.235, 0.000
 0.235, 0.000
 0.235, 0.000
 0.235, 0.000
 0.235, 0.000
 0.236, 0.000
 0.236, 0.000
 0.236, 0.000
 0.236, 0.000
 0.236, 0.000
 0.237, 0.000
 0.237, 0.000
 0.237, 0.000
 0.237, 0.000
 0.237, 0.000
 0.237, 0.000
 0.238, 0.000
 0.238, 0.000
 0.238, 0.000
 0.238, 0.000
 0.238, 0.000
 0.239, 0.000
 0.239, 0.000
 0.239, 0.000
 0.239, 0.000
 0.239, 0.000
 0.240, 0.000
 0.240, 0.000
 0.240, 0.000
 0.240, 0.000
 0.240, 0.000
 0.240, 0.000
 0.241, 0.000
 0.241, 0.000
 0.241, 0.000
 0.241, 0.000
 0.241, 0.000
 0.242, 0.000
 0.242, 0.000
 0.242, 0.000
 0.242, 0.000
 0.242, 0.000
 0.243, 0.000
 0.243, 0.000
 0.243, 0.000
 0.243, 0.000
 0.243, 0.000
 0.244, 0.000
 0.244, 0.000
 0.244, 0.000
 0.244, 0.000
 0.244, 0.000
 0.244, 0.000
 0.245, 0.000
 0.245, 0.000
 0.245, 0.000
 0.245, 0.000
 0.245, 0.000
 0.246, 0.000
 0.246, 0.000
 0.246, 0.000
 0.246, 0.000
 0.246, 0.000
 0.247, 0.000
 0.247, 0.000
 0.247, 0.000
 0.247, 0.000
 0.247, 0.000
 0.247, 0.000
 0.248, 0.000
 0.248, 0.000
 0.248, 0.000
 0.248, 0.000
 0.248, 0.000
 0.249, 0.000
 0.249, 0.000
 0.249, 0.000
 0.249, 0.000
 0.249, 0.000
 0.250, 0.000
 0.250, 0.000
 0.250, 0.000
 0.250, 0.000
 0.250, 0.000
 0.251, 0.000
 0.251, 0.000
 0.251, 0.000
 0.251, 0.000
 0.251, 0.000
 0.251, 0.000
 0.252, 0.000
 0.252, 0.000
 0.252, 0.000
 0.252, 0.000
 0.252, 0.000
 0.253, 0.000
 0.253, 0.000
 0.253, 0.000
 0.253, 0.000
 0.253, 0.000
 0.254, 0.000
 0.254, 0.000
 0.254, 0.000
 0.254, 0.000
 0.254, 0.000
 0.254, 0.000
 0.255, 0.000
 0.255, 0.000
 0.255, 0.000
 0.255, 0.000
 0.255, 0.000
 0.256, 0.000
 0.256, 0.000
 0.256, 0.000
 0.256, 0.000
 0.256, 0.000
 0.257, 0.000
 0.257, 0.000
 0.257, 0.000
 0.257, 0.000
 0.257, 0.000
 0.258, 0.000
 0.258, 0.000
 0.258, 0.000
 0.258, 0.000
 0.258, 0.000
 0.258, 0.000
 0.259, 0.000
 0.259, 0.000
 0.259, 0.000
 0.259, 0.000
 0.259, 0.000
 0.260, 0.000
 0.260, 0.000
 0.260, 0.000
 0.260, 0.000
 0.260, 0.000
 0.261, 0.000
 0.261, 0.000
 0.261, 0.000
 0.261, 0.000
 0.261, 0.000
 0.261, 0.000
 0.262, 0.000
 0.262, 0.000
 0.262, 0.000
 0.262, 0.000
 0.262, 0.000
 0.263, 0.000
 0.263, 0.000
 0.263, 0.000
 0.263, 0.000
 0.263, 0.000
